Name,Address,Location,Price,Cuisine,Longitude,Latitude,Award,FacilitiesAndServices,Description,Price_level
BOLT,"27 Tansumachi, Shinjuku-ku, Tokyo, 162-0833, Japan","Tokyo, Japan",¥¥,French,139.732996,35.700047,Bib Gourmand,"Air conditioning,Counter dining","Takahiro Nakada’s establishment is a blend of bistro and izakaya. He gives free rein to his creativity, grafting Japanese ingredients and techniques onto a French base. Shiraae of ricotta cheese and omelette with chirimen sansho are standard Franco-Japanese combinations here. Both wine and sake menus are available and both cutlery and chopsticks are provided. Nakada aims above all to make dining fun; adherence to form is less of a concern for him.",2
Kuhara,"2-25-38 Higashi, Shibuya-ku, Tokyo, 150-0011, Japan","Tokyo, Japan",¥¥,Japanese,139.707711,35.65356,Bib Gourmand,"Air conditioning,Counter dining","Enjoy the conversation of the proprietress and the owner-chef’s devotion to his cooking. Don’t miss snacks like simmered oysters with mizansho and fukinoto (giant butterbur) miso. The pièce de résistance is the duck cuisine. In summer, duck breast is simmered and served cold; in winter, jibuni is presented hot. For vegetables, the inspiration is shojin ryori (vegetarian fare derived from Buddhist monks?dietary restrictions). Kokushojiru is miso soup bursting with the umami of root vegetables.",2
Tempura Kakiage Yukimura,"6-13-13 Shimbashi, Minato-ku, Tokyo, 105-0004, Japan","Tokyo, Japan",¥,Tempura,139.75356,35.661982,Bib Gourmand,"Air conditioning,Cash only,Counter dining","‘Cheerful, fun, exciting?sums up the credo of the owner-chef. The convivial atmosphere and friendly service attracts customers of every generation. The menu reflects this positive attitude, with bowls of rice with toppings, teishoku set meals and à la carte items available at both lunch and dinner. The dish of fame is the kakiage-don, a bowl of rice loaded up with shrimp. The chef treasures the advice he learned as an apprentice: ‘Offer top-rate food at third-rate prices? He’s always smiling, trading jokes with his guests.",1
CRAZY PIZZA at SQUARE,"1-2 Tenjincho, Shinjuku-ku, Tokyo, 162-0808, Japan","Tokyo, Japan",¥¥,Pizza,139.730932,35.704883,Bib Gourmand,"Air conditioning,Counter dining","‘A diner you’ll want to visit every day?is the concept here. Atop Chef Shibata’s  pizza crusts, a culinary exchange goes on every day between the gastronomies of Japan and Italy. The Mayo Corn is an old Japanese standby—a corn and mayonnaise pizza , typical Japanese. Cinque Formaggio uses generous amounts of five different Italian cheeses, while another speciality is an original pizza smothered in toppings stewed the way Shibata learned in Italy. Mix and match for a medley of delightful tastes.",2
HOPPERS,"7-1 Nihombashikabutocho, Chuo-ku, Tokyo, 103-0026, Japan","Tokyo, Japan",¥¥,Sri Lankan,139.778125,35.681353,Bib Gourmand,Air conditioning,"The walls of the simple, modern interior are decorated with bric-a-brac from Sri Lanka, including an oar and even a water wheel. Lunch is curry, accompanied by generous side dishes. Dinner consists of both set menus and à la carte dishes. The fare, which changes monthly, uses Japanese ingredients to express a seasonality that tropical Sri Lanka lacks. Hoppers are a dish made with rice flour; a Sri Lankan tasting them is sure to feel a touch of refinement along with love for their native land.",2
noura,"4-10-6 Asakusa, Taito-ku, Tokyo, 111-0032, Japan","Tokyo, Japan",¥¥,French,139.797106,35.718455,Bib Gourmand,Air conditioning,"The restaurant name means ‘behind? a humorous reference to how it is located behind its parent restaurant, HOMMAGE. In contrast to that establishment, noura follows the concept of a back-to-roots bistro. The chef, who honed his craft in France, applies classic French techniques to the fullest, capturing their essence in hearty free-range chicken, foie gras and pâté en croûte. Melted into the very fabric of Asakusa, noura is a restaurant where it’s easy to feel at home.",2
Hibino Chukashokudo,"1-33-11 Uehara, Shibuya-ku, Tokyo, 151-0064, Japan","Tokyo, Japan",¥¥,Chinese,139.680787,35.669108,Bib Gourmand,Air conditioning,"As the name ‘Everyday Chinese Diner?suggests, the concept is an eatery where you can drop in every day. To encourage locals to visit, teishoku are available for lunches. At dinner, combinations of small bowls, presenting a wide variety of flavours, are popular. The pride of the head chef, who cut his teeth in Sichuan and Canton, is the crispy chicken. Dim sum can be ordered from as little as a single item. The contrast between the casual atmosphere and the chic interior is part of the appeal.",2
Tompachitei,"4-3-4 Ueno, Taito-ku, Tokyo, 110-0005, Japan","Tokyo, Japan",¥,Tonkatsu,139.773726,35.708414,Bib Gourmand,"Air conditioning,Counter dining","This shop in Ueno’s Tanuki-koji area opens only for lunch. The tonkatsu, rich in pork-fat aroma, follows a recipe passed from generation to generation. The reason for its loyal following is the work hidden in the batter: when an order is received, the pork is pounded, lightly scored and cooked on a low flame, give the cutlets their distinctive flavour. The pickled vegetables, marinated in a salted-rice-bran bed passed down through generations, play a great supporting role.",1
falò,"B1F, 14-10 Daikanyamacho, Shibuya-ku, Tokyo, 150-0034, Japan","Tokyo, Japan",¥¥,Italian,,,Bib Gourmand,"Air conditioning,Counter dining","The char-grilled items are the main draw at this ‘open-fire (falò) Italian?eatery. Chef Kashimura was captivated by the dramatic sight of sizzling chunks of meat and the flavour of the meat at the first barbecue he experienced. The fish warayaki, scorched as if smoked in burning straw, is a favourite, as is the porchetta, slow-grilled for over an hour. The subtle fragrance of charcoal enfolds the ingredients. Seating is arranged as if customers are sitting around a bonfire.",2
Katsuo Shokudo,"B1F, 7-12 Uguisudanicho, Shibuya-ku, Tokyo, 150-0032, Japan","Tokyo, Japan",¥,Japanese,139.702122,35.654087,Bib Gourmand,"Air conditioning,Cash only,Counter dining","Inspired by her grandmother’s miso soup and the sight of her making fresh bonito shavings, Mai Nagamatsu is telling the world about the wonders of katsuo-bushi. The chef piles a helping of bonito shavings on rice, conveying the wishes of her food producers. Customers who want seconds can enjoy shaving the bonito themselves. She thanks each departing customer with her trademark farewell, Arigatsuo! ?expressing gratitude that springs from her grandmother’s love.",1
LAUBURU,"6-8-18 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan","Tokyo, Japan",¥¥,French,139.716589,35.659959,Bib Gourmand,Air conditioning,"Chef Shinichiro Sakurai has undying affection for Basque cuisine. During his time in France, he found his calling in the country cooking that drew him the most. The pork dishes listed on the blackboard consist solely of items Sakurai loves to cook, such as brawn, confit of shank, and char-grilled pork loin. The time and toil he devotes to each dish are testament to the respect and passion he feels for the Basque Country.",2
Osteria da K. [káppa],"5F, 8-7-2 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",¥¥,Italian,139.761527,35.668851,Bib Gourmand,"Air conditioning,Counter dining","Sauté of golden cuttlefish; oyster risotto; seafood ragù ?the wealth of fish dishes kindles the appetite. The secret to Osteria da K.’s superb seafood is its unusual pedigree: think of it as an Italian restaurant opened by a sushi chef and you’ll understand. Moreover, the chef is well-versed in the art of handling fish. The osteria-style à la carte dishes are simple, focused squarely on ingredients. Being a casual eatery in Ginza, it is crowded night after night.",2
Ittoan,"2-16-10 Higashijujo, Kita-ku, Tokyo, 114-0001, Japan","Tokyo, Japan",¥,Soba,139.728912,35.763091,Bib Gourmand,"Air conditioning,Cash only","Owner-chef Kunio Yoshikawa establishes an emotional bond with his producers, visiting farmers as far north as Hokkaido and as far south as Miyakojima. He carefully scrutinises the condition of the grains, changing the way they are ground or splitting them open. The buckwheat he sources from each region changes day by day in texture and fragrance. Taste the Three Kinds of Seiro and you’ll gain a deeper understanding of the differences among them.",1
Ramenya Toy Box,"1-1-3 Higashinippori, Arakawa-ku, Tokyo, 116-0014, Japan","Tokyo, Japan",¥,Ramen,139.792083,35.731118,Bib Gourmand,"Air conditioning,Cash only,Counter dining","The soy-sauce ramen is the indicator of owner-chef Takanori Yamagami’s inquisitive mind and quest for constant improvement. His pure soup, woven only from chicken, water and soy sauce, is simple yet complex. Several breeds of free-range chicken are cooked in water only. Having used a blend of two soy sauces when he opened his shop, he now blends over ten types together. Like opening a box of toys, each bowl’s arrival stirs anticipation and excitement.",1
L'INSIEME,"1-31-7 Kameido, Koto-ku, Tokyo, 136-0071, Japan","Tokyo, Japan",¥,Pizza,139.825702,35.694712,Bib Gourmand,"Air conditioning,Cash only - lunch","Neapolitan pizza and char-grilled meat are the marquee cuisines at L'INSIEME. The chef opened his establishment in Kameido because its unpretentious atmosphere reminded him of Naples. With its casual, cafeteria-like atmosphere, the restaurant has put down roots in the area. We recommend is the ‘L'INSIEME?pizza, which comes loaded with parmesan cheese and rucola. L'INSIEME respects Neapolitan traditions but adds creative touches that give it a unique personality.",1
Chukasoba Ginza Hachigou,"3-14-2 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",¥,Ramen,139.770185,35.670563,Bib Gourmand,"Air conditioning,Counter dining","With a single bowl, Yasufumi Matsumura shows you the evolution of ramen. The soup uses no sauce, instead relying on the flavour of duck, free-range chicken and vegetables and the salt tang of dry-cured ham ?taking a page from the preparation of consommé in French cuisine. The name suggests setting sights high for constant improvement by suggesting the halfway point when climbing Mount Fuji.",1
Sobamae Nagae,"4-9-3 Todoroki, Setagaya-ku, Tokyo, 158-0082, Japan","Tokyo, Japan",¥,Soba,139.65207,35.608061,Bib Gourmand,"Air conditioning,Cash only,Counter dining,Notable sake list","The owner-chef studied Japanese cuisine and soba-making, aiming to open a restaurant where people could enjoy both food and sake. He visits breweries regularly to build dialogue with the producers. We recommend starting with an elaborate delicacy and sake and ending with nihachi or inaka soba. Grilled miso and itawasa are must-try appetisers for the soba. The rich, fermented flavour of the pickles made in bran paste and vegetables with salted rice malt goes well with sake.",1
Soba Tajima,"3-8-6 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan","Tokyo, Japan",¥,Soba,139.726132,35.654728,Bib Gourmand,Air conditioning,"The allure of Soba Tajima lies in its rich selection of à la carte items. The chef puts special effort into the vegetable dishes. Set menus allow diners to choose the dishes they like, and thoughtfully, you can also adjust their number. Diners can also order more helpings of the soba that ends the meal. And of course, orders for just a plate of soba are cheerfully accepted. Both the standard snacks for a soba shop, and sake offerings that change with the season, are worth anticipating.",1
Sosakumenkobo NAKIRYU,"2-34-4 Minamiotsuka, Toshima-ku, Tokyo, 170-0005, Japan","Tokyo, Japan",¥,Ramen,139.730345,35.728677,Bib Gourmand,"Air conditioning,Cash only,Counter dining","Soy-sauce ramen, salt ramen and tsukemen are Japanese-style ramens; dandan noodles and hot-and-sour noodles are Chinese. The combination of both styles in a single bowl is the appeal here. Chef Kazumasa Saito applies his background in Chinese cuisine to full advantage. Dandan noodles with sesame paste and chilli oil is a perennial favourite. If you have room, try the boiled gyoza dumplings and steamed chicken with spicy sauce. In early morning, numbered tickets are distributed for the day.",1
Ramen Nijubunnoichi,"2-19-10 Higashiogu, Arakawa-ku, Tokyo, 116-0012, Japan","Tokyo, Japan",¥,Ramen,139.772953,35.744586,Bib Gourmand,"Air conditioning,Cash only,Counter dining","The restaurant’s name, meaning ‘one-twentieth? refers to the owner-chef’s birthday, January 20. Using a base of clear soup made with free-range chicken, salt-, soy sauce- and miso-flavoured ramen are available. First-time visitors are recommended to try the Shio Soba, which combines shellfish, katsuo-bushi and kombu. The owner-chef’s culinary skills shine in this artful blend of umami-rich flavours. True to his Asahikawa roots, he uses lard in his miso ramen for a Sapporo-style flourish.",1
Chukasoba KOTETSU,"2-39-13 Kitazawa, Setagaya-ku, Tokyo, 155-0031, Japan","Tokyo, Japan",¥,Ramen,139.66631,35.664633,Bib Gourmand,"Air conditioning,Cash only,Counter dining","The name ‘Kotetsu?was Tetsuya Oshima’s nickname as a child. He trained at a restaurant specialising in pork broth with soy sauce, but for his own place he chose Chinese noodles to appeal to a broader customer base. He uses three kinds of dried fish shavings to make the dashi and adds fish sauce made from squid to the kaeshi to give it more depth. The thin noodles have little water content and remain firm. Order the backfat topping if you enjoy the sweetness of pork fat.",1
Sennomago,"4-4-2 Nishiogikita, Suginami-ku, Tokyo, 167-0042, Japan","Tokyo, Japan",¥¥,Chinese,139.595811,35.706387,Bib Gourmand,"Air conditioning,Cash only","True to his motto that the way to good health is through a balanced diet, Soda wields his Chinese cooking pots to create dynamic cuisine. Based on Sichuan and Shanghai culinary traditions, he whips up unique flavours using seasonings prepared from Chinese herbal medicine. Diners can choose how their fish is cooked, and with which seasonings; vegetable cuisine is prepared using crops raised by his family in Oita. Soda lets his individuality run especially free with the mapo dofu.",2
Nakano Chuka ! Sai,"1-6-1 Nogata, Nakano-ku, Tokyo, 165-0027, Japan","Tokyo, Japan",¥¥,Chinese,139.659091,35.709931,Bib Gourmand,"Air conditioning,Cash only,Counter dining","‘Sai?is the character for ‘dish?in Chinese; the characters for ‘colourful?and ‘individuality?are also pronounced ‘sai?in Japanese - Chef Miyata combines all three ideas. For his famous Cantonese cuisine, he sources seafood from Miyazaki and Nagasaki prefectures. Mainstay offerings include sashimi salad and steamed whole fish. The homemade dim sum includes some surprising items, such as seafood gyoza of walleye pollack roe, potherb mustard, and steamed pork dumplings stuffed with tomatoes.",2
YAMATO,"16-3 Nihombashitomizawacho, Chuo-ku, Tokyo, 103-0006, Japan","Tokyo, Japan",¥¥,Izakaya,139.784335,35.688123,Bib Gourmand,Air conditioning,"Inside this cosy restaurant are two tables, each with a sunken hearth in the middle. The speciality here is seasonal vegetables and seafood prepared by the proprietress on the charcoal brazier right in front of you. Large clams from Chiba are cooked slowly to trap in the umami flavour. We also recommend the ichiyaboshi featuring ayu from her family’s fish shop in Tochigi, and the local chicken grilled on a bed of rock salt.",2
Mejiro Zorome,"B1F, 3-3-1 Mejiro, Toshima-ku, Tokyo, 171-0031, Japan","Tokyo, Japan",¥¥,Unagi / Freshwater Eel,139.706358,35.721552,Bib Gourmand,"Air conditioning,Counter dining","The veteran owner-chef uses only unagi caught mainly around Kyushu, as well as brand-name unagi from Shizuoka. The unagi are kept alive in purifying tanks until they are dressed, then dipped three times with sauce and grilled Edo-style. He uses sauce sparingly, to emphasise the flavour. Rice cooked somewhat firm and freshly ground sansho also offer a distinctive touch. The restaurant name means ‘matching dice? referring to 44, the age at which the owner-chef went independent.",2
Kyorakutei,"3-6 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan","Tokyo, Japan",¥,Soba,139.739514,35.700778,Bib Gourmand,"Air conditioning,Cash only,Counter dining","Thin soba and an impressive selection of shuko are offered here. The buckwheat comes from Aizu, Fukushima Prefecture, and is ground on a stone mortar. In homage to his birthplace, owner-chef Kenji Hasegawa buys directly from farmers. The popular Nishoku Soba offers a comparison of two styles, zaru soba (cold soba) and inaka soba. The Kozuyu appetiser is a soup prepared with love for his hometown. Served on Aizu lacquerware, the flavours are simple, honest tastes of vegetables and dashi.",1
Shinjiko Shijimi Chukasoba Kohaku,"2-1-3 Nishirokugo, Ota-ku, Tokyo, 144-0056, Japan","Tokyo, Japan",¥,Ramen,139.711199,35.551272,Bib Gourmand,"Air conditioning,Cash only,Counter dining","With crowds clamouring for the delicious shellfish dashi and only five seats to accommodate them, the queue trails out the door and down the street. Hiroyuki Iwata chose basket clams for his broth because his first taste of ramen in this sort of broth was unforgettable. He uses the richly flavoursome clams of Lake Shinji in Shimane Prefecture. To savour the pure taste of the dashi, order the salt ramen. The shop’s name derives from kohakusan (succinic acid), an umami flavour component in shellfish.",1
King Seimen,"1-14-1 Ojihoncho, Kita-ku, Tokyo, 114-0022, Japan","Tokyo, Japan",¥,Ramen,139.733849,35.753411,Bib Gourmand,"Air conditioning,Cash only,Counter dining","White Dashi Ramen, the marquee dish, is unusual for its clear soup. Seafood such as dried sardines, kombu and katsuo-bushi (dried bonito flakes) impart umami to the ramen’s soup and homemade flat noodles. The distinctive curl of the hand-rolled noodles imparts a definite twist to the texture. Also popular is the sansho (Japanese pepper) ramen with its invigorating fragrance. For your topping, we recommend the wontons stuffed with lashings of shrimp or pork filling.",1
Sugita,"3-8-3 Kotobuki, Taito-ku, Tokyo, 111-0042, Japan","Tokyo, Japan",¥,Tonkatsu,,,Bib Gourmand,"Air conditioning,Counter dining","Since its 1977 opening, Sugita has put down firm roots in Asakusa. Demonstrating skills passed on from his father, the second owner-chef uses two pots of lard at different temperatures, frying his ingredients in hot oil, then cooler oil, then hot oil again. For tonkatsu, the pork loin, fried in a thin layer of batter with the excess fat trimmed away, is the obvious choice. Watching a true craftsman, his craft honed to perfection as befits a chef of Asakusa, is an unforgettable memory.",1
sugahara,"2F, 2-14-1 Kotobashi, Sumida-ku, Tokyo, 130-0022, Japan","Tokyo, Japan",¥¥,Italian,139.811166,35.695692,Bib Gourmand,"Air conditioning,Counter dining","Chef Atsushi Sugahara is all about the cooking of rural Italy. What Sugahara prizes most are the relationships of mutual trust he enjoys with food producers. Vegetables arriving from farmers in Yamagata Prefecture provide ingredients for pasta dishes. Kurobuta pork from Miyagi Prefecture is simmered with tomatoes and white kidney beans. For wine pairings, ask the sommelier, who is thoroughly versed in the chef’s cuisine.",2
Bistrot Vivienne,"4-13-19 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",¥¥,French,139.768817,35.669678,Bib Gourmand,"Air conditioning,Counter dining,Interesting wine list","Standard fare includes quiche, pâté de campagne and stews. The concept is ‘the kitchen next door? inspired by the owner sommelier’s memories of her days living in Paris. Recipes are creations of a seasoned chef steeped in the arts of gastronomy, as attested by meat dishes with sauce and items baked in pastry. An extensive wine list completes the bistro’s French ambience.",2
ARROCERÍA La Panza,"1-15-8 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",¥¥,Spanish,139.770106,35.673366,Bib Gourmand,Air conditioning,"Customers who drink like to order tapas and chacolí, a Basque wine, and select their dishes at their leisure. The pouring style is called escancia: the pourer holds the bottle high up and pours it like a waterfall, often to the applause of onlookers. Arrocería (restaurants that specialise in rice dishes) recommends the shrimp caldero. If you’re a panza (food lover), you’ll definitely want to try it.",2
Yuge,"4-5-18 Honcho, Nakano-ku, Tokyo, 164-0012, Japan","Tokyo, Japan",¥¥,Chinese,139.673876,35.696698,Bib Gourmand,"Air conditioning,Counter dining","Steamed pork dumplings, cut and pounded by hand; spring rolls stuffed with shrimp ?Yuge’s no-nonsense cooking testifies to its passion for Chinese cuisine. The owner-chef learned his skills at a cooking school, where his mentor taught him to keep it simple. Stir-fried bitter melon in summer and spicy tofu with shirako in winter exemplify this approach of simple, honest preparations of fresh ingredients in season. Home-style flavours leave a lasting impression.",2
AlCeppo,"2F, 1-25-32 Shirokane, Minato-ku, Tokyo, 108-0072, Japan","Tokyo, Japan",¥¥,Italian,139.731574,35.644588,Bib Gourmand,"Air conditioning,Counter dining","AlCeppo presents cuisine from every part of Italy. In spring and summer, offerings include vegetable frites and salad of octopus from the south and karasumi. Autumn and winter bring stews of meat and fish, befitting the north of the country. Hometown cooking in tune with the climate and prepared with generous amounts of seasonal ingredients is the recurring theme here. Having worked together for many years, the team of chef and a service staff member serve up authentic flavours.",2
Mono-bis,"2-8-12 Shibuya, Shibuya-ku, Tokyo, 150-0002, Japan","Tokyo, Japan",¥¥,French,139.707745,35.660754,Bib Gourmand,"Air conditioning,Counter dining",Mono-bis proclaims a new concept in French cuisine: ‘French Gozen? a fusion of Japanese teishoku (set meal) and French prix fixe. Dishes such as Bouillabaisse Gozen and Hamburg Rossini Gozen fill the menu. Dinner starts with a consommé as the appetiser. Main dishes come with butter rice or seasonal takikomi-gohan. Following the Japanese culinary format puts diners at ease.,2
DIALOGUE,"3-23-21 Kitazawa, Setagaya-ku, Tokyo, 155-0031, Japan","Tokyo, Japan",¥¥,French,139.669812,35.664959,Bib Gourmand,Air conditioning,"Cooking is a game of catch, a dialogue between souls. Hence the name of this restaurant, a conversation between the cuisine of Chef Yoshii and the wines of sommelier Shimokawa. Familiar French dishes for the day are written on a blackboard for all to see. The duck and foie gras baked in pie pastry and the vegetable terrine are listed year-round. The fun of choosing and the joy of tasting stimulate conversation, bringing hearts together.",2
Arrocería Sal y Amor,"B1F, 12-19 Daikanyamacho, Shibuya-ku, Tokyo, 150-0034, Japan","Tokyo, Japan",¥¥,Spanish,139.703514,35.65085,Bib Gourmand,"Air conditioning,Counter dining","An arroceria is a restaurant specialising in rice, a familiar sight in Spain. This eatery serves rice dishes from various regions of Spain, so you can treat yourself to delicious fare along with a colourful mix of cuisines: from Valencia, sample paella cooked in an earthenware pot with pork spareribs and tomato; from Murcia, caldero, a broth of shrimp and other seafood simmered in an iron pot. The exotic atmosphere will lift your spirits.",2
SANTOSHAM,"2F, 3-2 Kandaogawamachi, Chiyoda-ku, Tokyo, 101-0052, Japan","Tokyo, Japan",¥,Indian,139.762667,35.694763,Bib Gourmand,"Air conditioning,Counter dining","‘Snacks and set meals from southern India?is the promise at Santosham, where the chef, a native of southern India, and a Japanese couple convey the authentic flavours of the region. The crêpe-like dosa, made from a fermented batter of black gram beans and rice, is soul food. Uttapam, a kind of Indian-style okonomiyaki, is popular. The Shrimp Curry steamed in banana leaves bursts with the unmistakably tropical fragrance of spices and coconuts.",1
Kurobuta Tonkatsu Horiichi,"B1F, 3-8-5 Shimbashi, Minato-ku, Tokyo, 105-0004, Japan","Tokyo, Japan",¥,Tonkatsu,139.755622,35.665351,Bib Gourmand,"Air conditioning,Counter dining","The family moved to Tokyo from Kagoshima Prefecture to spread the word about the rich, deep flavour of Berkshire pork. Making the rounds of producers in Kagoshima, the couple select their pork with a laser focus on quality. Love of hometown suffuses every item: pickles are marinated in black vinegar from the couple’s native Kirishima, the chef’s mother hand-makes the miso, used in the tonjiru (pork soup), and the sauce captures the flavour of the chef’s parents?diner back home.",1
KYORIN,"3-21-11 Shirokane, Minato-ku, Tokyo, 108-0072, Japan","Tokyo, Japan",¥,Soba,139.730528,35.644476,Bib Gourmand,"Air conditioning,Counter dining","Owner-chef Inoue inherited this kappo from his father. He learned the art of making soba from a relative, and welcomes customers with a selection of shuko, a product of his studies in Japanese cuisine. He adjusts the ratio of buckwheat flour in his soba based on the condition of the flour and the climate. The key factor in the dipping sauce is the generous amount of katsuo-bushi used in the dashi. As Inoue was born and raised here, his restaurant is a popular choice with local diners.",1
Pementa Rosa,"Reus 1, Carballo, 15100, Spain","Carballo, Spain",€€,Contemporary,-8.6888439,43.2166837,Bib Gourmand,Air conditioning,"Located in the centre of Carballo, this friendly, family-run restaurant continues to attract new customers daily! Chef Rocío Martínez was keen to spice up the dining options in the local Bergantiños region (“pementa?is the Galician word for “pepper? with her updated take on traditional and regional cuisine with a touch of fusion, but always focusing on Galicia’s superb seasonal ingredients and paying homage to the gastronomic heritage of the Costa da Morte and with a strong emphasis on detail. A private dining room is also available for those requiring more privacy.",2
BaLó,"Déu I Mata 141, Barcelona, 08029, Spain","Barcelona, Spain",€€,Contemporary,2.1391358,41.390405,Bib Gourmand,"Air conditioning,Wheelchair access","BaLó is run by chef couple Lena María Grané and Ricky Smith who met while working in London, hence the unusual name of the restaurant which combines the first syllable of Barcelona and London respectively. The modern à la carte features plenty of interesting culinary details and is complemented by two set menus: one, a more reasonably priced “Mediodía?(Noon) option; the second, a much more extensive and exciting “Degustación?(Tasting) menu. This contemporary-style restaurant boasts a stylish and comfortable decor as well as a pleasant, glass-fronted private dining room.",2
Hostal Colomí,"Raval de Jesús 10, Santa Coloma de Queralt, 43420, Spain","Santa Coloma de Queralt, Spain",€€,Traditional Cuisine,1.3833486,41.5333819,Bib Gourmand,"Air conditioning,Wheelchair access","It’s impossible to mention the Hostal Colomí without recognising the hard work put in by the Camps sisters, Nati and Rosita, as they are the pillars on which this centrally located and very popular family-run restaurant is built. The restaurant offers a welcoming dining room dominated by an open-view grill and a second room on the first floor which is reserved for groups and weekend dining. Full of flavour, the home-cooked dishes which come out of the kitchen are supplemented by numerous regional and traditional recipes. The delicious cep mushrooms with foie gras and fried eggs are well worth tasting!",2
La Capilleta,"Carretera San Juan de Plan 7, Plan, 22367, Spain","Plan, Spain",€€,Contemporary,0.3367735,42.5801078,Bib Gourmand,"Air conditioning,Car park,Great view","One of the best eating options in the Bal de Chistau, a delightful valley nestled amid the mountains where you’ll also find a natural waterfall. Located at the entrance to the village, La Capilleta boasts an attractive bistro-style bar which leads to a cosy dining room with a contemporary-Provençal feel, the occasional vintage touch, as well as a few references to the local “chistabino?dialect. Here, the chef creates seasonally based contemporary cooking alongside traditional dishes, plus a small choice of rice options cooked on the grill, such as rice with cep mushrooms and foie gras. The restaurant is also active in several anti-hunger campaigns.",2
Villa Verde,"Lugar de Figueiredo 10, Ponte Ulla, 15885, Spain","Ponte Ulla, Spain",€€,Traditional Cuisine,,,Bib Gourmand,"Air conditioning,Car park,Terrace","Located in a privileged setting in a part of Galicia famous for its vineyards and magnificent country houses. The aristocratic feel of this area is also reflected in this restaurant occupying a delightful stone property whose origins date back to the 18C. Nowadays, it boasts an attractive wine cellar home to a traditional “lagar?wine trough, a rustic dining room with a typical “lareira?fireplace, plus a dining room with an elegant, classic decor. The traditional home-style cooking here is enhanced by seasonal ingredients, with wild mushrooms, angler fish and veal particularly popular. The baked hake with sea urchin is a must!",2
Cadelo,"Santa Lucía 33, Santander, 39003, Spain","Santander, Spain",€€,Modern Cuisine,-3.8013494,43.4643313,Bib Gourmand,Air conditioning,"A restaurant on two floors with a striking façade and a contemporary yet informal decor, the name of which pays homage to a local poet who was renowned in Santander for selling his verses for just five pesetas! Here, you’ll find a concise, modern and fusion-inspired menu which is designed for sharing and supplemented by specials announced at your table. The cuisine is based on Spanish ingredients prepared in line with contemporary tastes and techniques to create dishes from around the world (Mexico, Korea, Peru etc). Make sure you save space for dessert, in particular the unforgettable cheesecake!",2
Brots,"Nou 45, Poboleda, 43376, Spain","Poboleda, Spain",€€,"Modern Cuisine, Regional European",0.8445536,41.23339,Bib Gourmand,Air conditioning,"A gastronomic surprise tucked away in this small village in the Priorat region, nestled between mountains and surrounded by vineyards. Here, in this tranquil setting, chef Pieter Truyts, who has been trained in Michelin-starred restaurants in his native Belgium, as well as France and Spain, discovered the perfect place in which to “cook from the heart? developing creative and highly interesting cuisine that showcases the very best local products, with a gift for combining them to maximise their flavour. Due to its excellent value for money, it is often full. The area is also renowned for its wine tourism.",2
Mesón el Centro,"Plaza de Cupido, Puerto de Vega, 33790, Spain","Puerto de Vega, Spain",€€,Traditional Cuisine,-6.6467007,43.5651474,Bib Gourmand,"Air conditioning,Terrace","If you’re not familiar with Puerto de Vega it is well worth a visit as it is one of the prettiest and most authentic towns along the entire Cantabrian coast. Situated in a pedestrianised section of the old quarter, this pleasantly simple restaurant run by a friendly married couple has lots of personality. Mary, the chef, who often comes out of the kitchen to talk to her guests, focuses on dishes that showcase the finest local products and which always follow traditional recipes, albeit with a modern touch. Choose between the limited à la carte, featuring dishes made for sharing, and a tasting menu that never disappoints.",2
Arrocería Maribel,"Francisco Monleón 5, El Palmar, 46012, Spain","El Palmar, Spain",€€,Rice Dishes,-0.3179962,39.3106151,Bib Gourmand,"Air conditioning,Car park,Terrace,Wheelchair access","The Parque Natural de la Albufera, with its ecosystem of major ecological interest, is teeming with restaurants and “arrocerías?specialising in the same ingredient, namely rice, so the Maribel stands out even more as a result. Its updated interior highlights the rich rice-growing culture of the region, enhanced by a spacious terrace that is within touching distance of the canal. The à la carte, featuring a traditional section and one which is more creative and contemporary, is complemented by two set menus that extol the virtues of local dishes and the full flavours of the Valencia region. A boat trip on the lake is a must here!",2
La Cantina de Diego,"Callejón de Ricarda 1, Monachil, 18193, Spain","Monachil, Spain",€€,Traditional Cuisine,-3.5364549,37.1311269,Bib Gourmand,"Air conditioning,Terrace,Wheelchair access","A family-run restaurant located in the town’s old quarter, where you can choose between the summer terrace and two attractive rooms, both with a rustic, regionally inspired ambience. In the kitchen, owner-chef Diego Higueras focuses on technically uncomplicated traditional cooking that remains faithful to seasonal products and is increasingly focused towards the “zero miles?philosophy. His specialities include the scrambled eggs with Monachil black pudding, fried cod tacos with tomato, the local sirloin, and Marcelina, a typical dessert.",2
